"id","team_id","customer_id","batch_flag","is_deleted","remark","created_at","updated_at","deleted_at"
"393496553066299393","223","389440046598709249","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393496553087270912","223","389435583221719041","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393496553112436737","223","389419727179956225","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393496553133408256","223","389416422118588416","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393496553158574081","223","389410286275862529","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393496553179545600","223","389086300417003520","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393496553200517121","223","388995977166688256","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393496553221488640","223","388995978924101633","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393496553242460161","223","388995977938440192","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393496553263431680","223","388995973718970368","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393496553284403201","223","388995972662005760","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393496553305374720","223","388995975463800832","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393496553326346241","223","388995976210386945","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393498552494759936","224","391532495521517569","0","0",,"2019-10-22 20:22:45","2020-05-07 15:35:21",
